,furnished,price,n_mean_price,neighbourhood,n_numb_temp,temporal,n_unemployment_relative,d_numb_temp,district,d_mean_price,bedrooms,bathrooms,square_meters,elevator,age_building,balcony,parking,heating,metro,energy_ratings,flat,floor_number,real_estate_agency,n_metro_stations,n_pop,n_pop_rel,n_disposable_income,n_unemployment,n_primary_educ,n_green_areas,n_mean_n02pp,n_spanish,n_popdensity,n_mean_age_flats,n_contracts,n_retail_stores,n_services,d_pop,d_pop_rel,d_avgmonth_income,d_noise_complaints,d_crime_rate,d_without_studies,d_primary_studies,d_secondary_studies,d_baccalaureate,d_university,d_no_spec,d_num_trees,d_mean_n02pp,d_spanish,d_metro_stations,d_poverty_risk,d_unemployment,d_unemployment_relative
BCN-38,1,2640,"1969,333333","San Pedro, Santa Catalina y la Ribera","1,00",0,"0,01",15,Ciudad Veja,"1907,783333",2,1,84,0,114,1,0,1,1,ET,1,First floor,1,3,"22,42","0,57","18,075","1,611","0,24","0,0355",31-35,"53,04",199,110,"0,0231",188,356,"107,858","6,481142087","1,0582","106,7","46,76148269","0,01576805","0,21565852","0,22826469","0,20767116","0,32053773","0,01209986",6966,31,"0,47357575",10,"44,45",5673,"5,2596933"
Carrer dels Tiradors 2,1,1500,"1969,333333","San Pedro, Santa Catalina y la Ribera","1,00",0,"0,01",15,Ciudad Veja,"1907,783333",1,1,35,1,33,0,0,1,0,E,1,Unknown,1,3,"22,42","2,08","18,075","1,611","0,24","0,0355",31-35,"53,04",199,110,"0,0231",188,356,"107,858","6,481142087","1,0582","106,7","46,76148269","0,01576805","0,21565852","0,22826469","0,20767116","0,32053773","0,01209986",6966,31,"0,47357575",10,"44,45",5673,"5,2596933"
2266,0,1472,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",2,1,58,1,NA,1,1,1,1,B,1,First floor,1,2,"33,45","0,82","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
37437255,1,3300,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",3,2,180,1,58,1,0,1,1,E,1,Seventh floor,1,2,"33,45","1,61","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
30236,1,2600,"1849,466667",El Fort Pienc,"5,00",1,"0,00",30,Ensanche,"2038,3",3,2,102,1,88,0,0,1,1,D,1,Fourth floor,1,2,"33,45","1,29","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
ISTTDTEMI385,1,1300,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",1,2,50,0,123,1,0,1,1,E,1,Fourth floor,1,2,"33,45","1,58","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
101078556,0,1850,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",4,2,135,1,83,1,0,0,0,E,1,First floor,1,2,"33,45","1,75","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
I11927-3,1,1395,"1849,466667",El Fort Pienc,"5,00",1,"0,00",30,Ensanche,"2038,3",1,1,50,1,NA,0,0,1,0,ET,1,Second floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
COX146-EA,1,1700,"1849,466667",El Fort Pienc,"5,00",1,"0,00",30,Ensanche,"2038,3",2,1,65,1,NA,1,0,1,1,D,1,Fourth floor,1,2,"33,45","100,00","23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
SICILIA DE LUXE,1,3200,"1849,466667",El Fort Pienc,"5,00",1,"0,00",30,Ensanche,"2038,3",3,2,120,1,NA,1,0,1,1,G,1,Second floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
TA22RIB81h,1,1195,"1849,466667",El Fort Pienc,"5,00",1,"0,00",30,Ensanche,"2038,3",2,1,52,0,NA,0,0,0,1,E,1,Second floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Michael_Marina,1,1300,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",1,1,76,1,NA,1,0,1,0,ET,1,First floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
1460545,0,1300,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",4,2,98,1,NA,1,0,1,0,ET,1,Fourth floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
504950,0,1250,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",3,1,72,1,NA,1,0,0,1,E,1,Fifth floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
AP5373,0,1300,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",2,1,85,1,NA,1,0,1,1,E,1,Third floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
111,1,2200,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",1,1,63,1,5,1,0,1,1,B,1,First floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
BCN-69,1,2380,"1849,466667",El Fort Pienc,"5,00",0,"0,00",30,Ensanche,"2038,3",3,1,84,1,59,1,0,1,1,ET,1,Fifth floor,1,2,"33,45",,"23,137","1,383","0,185","0,0151",31-35,"71,3",336,63,"0,0216",721,803,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
NEVIS,1,2550,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",2,1,70,1,NA,1,0,1,0,E,1,Fifth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
100274806,1,1490,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",3,1,74,1,NA,1,0,1,1,D,1,Fifth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Michael_passatge,1,1250,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",1,1,60,0,NA,1,0,0,,ET,1,Ground floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
AH_FincaLepantMayo,1,2500,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",3,1,65,0,NA,1,0,1,1,E,1,Second floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Lepanto,1,2100,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",3,2,70,1,NA,1,0,1,1,ET,1,First floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
ALQ / GAUDÍ,1,2950,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",3,1,95,1,NA,1,0,1,0,B,1,Third floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
9256,0,1100,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",3,1,55,1,70,0,0,1,1,F,1,Sixth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
1b36772004504eadc4eb,1,2850,"1772,666667",Sagrada Familia,"6,00",1,"0,00",30,Ensanche,"2038,3",3,2,80,1,NA,1,0,1,0,ET,1,Third floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
101094778,0,1300,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",3,1,80,1,NA,1,0,0,1,D,1,Third floor,0,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
W-02RTAD,1,1450,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",1,1,45,1,108,1,0,1,1,E,1,Fifth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
101065465,1,1200,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",0,0,30,1,NA,0,0,1,1,C,1,Fourth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
A207/110423,0,1400,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",4,2,79,1,52,1,0,1,1,E,1,Fifth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Valencia1hab,1,1400,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",1,1,51,1,7,1,0,1,1,ET,1,Third floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
BCNR39704,0,1600,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",4,2,71,1,NA,1,0,1,1,ET,1,Sixth floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
LOFT CASTILLEJOS 1º,0,1450,"1772,666667",Sagrada Familia,"6,00",0,"0,00",30,Ensanche,"2038,3",1,2,125,1,67,1,0,1,1,ET,1,First floor,1,3,"51,40",,"22,753","2,206","0,202","0,0112",31-35,"75,32",493,65,"0,0365",403,640,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
RS0361,1,2500,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",4,1,120,1,103,1,0,1,1,ET,1,Fifth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Principal Casp,0,2500,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",5,2,205,1,116,1,0,1,1,E,1,First floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
bruc 29,0,2150,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",5,2,143,1,42,1,1,1,1,D,1,First floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
PAU CLARIS PENTHOUSE,1,2500,"2526,666667",La Derecha del Ensanche,"3,00",1,"0,00",30,Ensanche,"2038,3",2,1,70,1,140,1,0,1,1,C,1,Sixth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
BCN-95,1,2510,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",2,1,60,1,24,1,0,1,0,ET,1,Second floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
GV602 -4 (TC-5000),1,5000,"2526,666667",La Derecha del Ensanche,"3,00",1,"0,00",30,Ensanche,"2038,3",4,3,200,1,NA,1,0,0,1,ET,1,Fourth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
15983,1,3350,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",1,1,47,1,1,1,0,1,1,A,1,Fourth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
PAU CLARIS LUXURY RESIDENCE 2-2,1,3700,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",4,3,170,1,NA,1,0,0,1,B,1,Third floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
88175388,1,1900,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",2,2,100,1,NA,1,0,1,1,ET,1,Fourth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
100368032,0,2290,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",3,1,101,1,NA,1,0,1,1,D,1,Second floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
bailen 141,0,1300,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",3,2,81,1,47,1,0,1,1,E,1,Fifth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
BAILEN MODERNISTA,1,2200,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",3,2,110,1,93,1,0,1,1,C,1,Third floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
100982779,0,2000,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",3,2,100,1,93,1,0,1,1,E,1,Fifth floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
22099-2,1,1700,"2526,666667",La Derecha del Ensanche,"3,00",0,"0,00",30,Ensanche,"2038,3",2,1,70,1,98,1,0,1,1,E,1,Third floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
100096329,1,2300,"2526,666667",La Derecha del Ensanche,"3,00",1,"0,00",30,Ensanche,"2038,3",2,2,138,1,123,1,0,1,1,B,1,Second floor,1,7,"44,16",,"30,341","1,545","0,121","0,0049",>40,"72,85",211,85,"0,0377",805,1144,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
Candelas,1,2100,2455,La Antigua Izquierda del Ensanche,"5,00",0,"0,00",30,Ensanche,"2038,3",1,1,65,1,NA,1,0,1,1,C,1,First floor,1,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
101076248,0,1280,2455,La Antigua Izquierda del Ensanche,"5,00",0,"0,00",30,Ensanche,"2038,3",3,1,98,1,NA,0,0,0,1,B,1,Fourth floor,0,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
212291717af26f560e6e,1,2900,2455,La Antigua Izquierda del Ensanche,"5,00",1,"0,00",30,Ensanche,"2038,3",2,1,65,1,NA,0,0,0,1,ET,1,Second floor,1,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
a3191,1,1500,2455,La Antigua Izquierda del Ensanche,"5,00",1,"0,00",30,Ensanche,"2038,3",1,1,70,0,NA,1,0,1,1,F,1,Fourth floor,1,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
I15197-5,1,2995,2455,La Antigua Izquierda del Ensanche,"5,00",1,"0,00",30,Ensanche,"2038,3",3,2,100,1,NA,1,0,1,1,ET,1,First floor,1,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
100831971,1,2800,2455,La Antigua Izquierda del Ensanche,"5,00",0,"0,00",30,Ensanche,"2038,3",3,2,170,1,73,0,0,1,1,ET,1,Third floor,1,3,"42,37",,"27,634","1,596","0,135","0,003",36-40,"73,43",342,84,"0,0406",1506,2058,"270,331","16,24407667","1,5628","24,07","22,02929002","0,01175575","0,10370518","0,16841589","0,2585433","0,44467601","0,01290387",22658,36,"0,7465296",21,"14,44",8064,"2,983009718"
